trade_id,direction,entry_time,exit_time,buy_price,sell_price,profit,pnl
456,LONG,55200,55210,1293.81,1262.09,-31.7113,128.033
457,LONG,55270,55280,1310.75,1347.47,36.7221,164.755
458,LONG,55400,55410,1285.27,1307.84,22.5736,187.329
459,LONG,55430,55440,1273.74,1276.23,2.48759,189.816
460,LONG,55540,55550,1414.36,1441.34,26.9823,216.799
461,LONG,55780,55790,1383.79,1400.84,17.0553,233.854
462,LONG,55880,55890,1450.17,1406.7,-43.4685,190.385
463,LONG,56140,56150,1403.25,1408.98,5.73122,196.117
464,LONG,56210,56220,1469.46,1492.66,23.1957,219.312
465,LONG,56250,56260,1453.89,1426.17,-27.712,191.6
466,LONG,56260,56270,1426.14,1464.53,38.3843,229.985
467,LONG,56390,56400,1468.34,1513.89,45.5559,275.54
468,LONG,56430,56440,1542.04,1539.72,-2.31428,273.226
469,LONG,56620,56630,1471.45,1462.88,-8.57227,264.654
470,LONG,56700,56710,1493.2,1535.19,41.9852,306.639
471,LONG,56900,56910,1505.84,1483.15,-22.6887,283.95
472,LONG,56940,56950,1449.7,1466.61,16.9087,300.859
473,LONG,56950,56960,1466.58,1479.86,13.2837,314.143
474,LONG,57080,57090,1326.13,1322.2,-3.9337,310.209
475,LONG,57180,57190,1351.52,1349.03,-2.49576,307.713
476,LONG,57220,57230,1322.9,1264.83,-58.0639,249.649
477,LONG,57290,57300,1277.74,1261.49,-16.2488,233.401
478,LONG,57480,57490,1362.44,1341.22,-21.2164,212.184
479,LONG,57500,57510,1350.12,1407.23,57.1125,269.297
480,LONG,57620,57630,1376.21,1422.58,46.3672,315.664
481,LONG,57670,57680,1479,1519.16,40.1552,355.819
482,LONG,57740,57750,1623.58,1707.06,83.4852,439.304
483,LONG,57900,57910,1786,1768.68,-17.3147,421.99
484,LONG,58050,58060,1866.47,1851.43,-15.0451,406.945
485,LONG,58100,58110,1903.25,1874.91,-28.337,378.608
486,LONG,58190,58200,2190.79,2162.86,-27.9384,350.669
487,LONG,58300,58310,2130.61,2082.6,-48.0127,302.657
488,LONG,58350,58360,2066.28,2046.49,-19.7932,282.863
489,LONG,58400,58410,2050.97,2012.69,-38.2892,244.574
490,LONG,58730,58740,1917.16,1946.12,28.9602,273.534
491,LONG,58780,58790,1955.25,1980.74,25.4805,299.015
492,LONG,58800,58810,1899.96,1949.11,49.1482,348.163
493,LONG,58810,58820,1949.08,1978.32,29.2439,377.407
494,LONG,59020,59030,2080.1,2053.77,-26.3253,351.082
495,LONG,59120,59130,2000.02,2031.51,31.4859,382.568
496,LONG,59410,59420,2419.08,2425.45,6.37138,388.939
497,LONG,59590,59600,2574.34,2526.79,-47.544,341.395
498,LONG,59670,59680,2651.49,2565.72,-85.7698,255.625
499,LONG,59880,59890,2439.3,2438.53,-0.770661,254.855
500,LONG,60020,60030,2550.65,2637.13,86.4804,341.335
501,LONG,60090,60100,2527.94,2436.41,-91.5249,249.81
502,LONG,60170,60180,2565.96,2552.35,-13.6171,236.193
503,LONG,60340,60350,2654.92,2682.6,27.6885,263.881
504,LONG,60360,60370,2696.65,2766.68,70.0275,333.909
505,LONG,60390,60400,2696.64,2740.36,43.7274,377.636
506,LONG,60410,60420,2802.35,2741.38,-60.9748,316.662
507,LONG,60430,60440,2818.66,2906.03,87.3698,404.031
508,LONG,60490,60500,3046.54,3118.82,72.2715,476.303
509,LONG,60570,60580,3129.89,3236.81,106.925,583.228
510,LONG,60610,60620,3305.55,3235.3,-70.2445,512.984
511,LONG,60650,60660,3433.07,3460.53,27.4578,540.442
512,LONG,60690,60700,3446.2,3493.83,47.6341,588.076
513,LONG,61010,61020,3099.25,3062.56,-36.6885,551.387
514,LONG,61220,61230,2984.15,2936.93,-47.2187,504.169
515,LONG,61390,61400,2924.42,2948.17,23.7408,527.909
516,LONG,61440,61450,3079.13,2993.31,-85.825,442.084
517,LONG,61460,61470,3087.45,3170.13,82.676,524.76
518,LONG,61470,61480,3170.1,3080.65,-89.4501,435.31
519,LONG,61480,61490,3080.62,2996.12,-84.4993,350.811
520,LONG,61600,61610,3092.83,3056.09,-36.7418,314.069
521,LONG,61760,61770,3116.48,3132.71,16.226,330.295
522,LONG,61780,61790,3133.9,3083.43,-50.4752,279.82
523,LONG,61840,61850,3167.45,3100.41,-67.0376,212.782
524,LONG,62170,62180,3328.44,3448.33,119.896,332.679
525,LONG,62250,62260,3393.24,3448.71,55.466,388.145
526,LONG,62310,62320,3629.46,3578.74,-50.7255,337.419
527,LONG,62490,62500,3755.14,3800.05,44.9092,382.328
528,LONG,62510,62520,3840.97,3852.82,11.8496,394.178
529,LONG,62640,62650,4179.54,4061.72,-117.818,276.359
530,LONG,62760,62770,4303.48,4457.38,153.899,430.258
531,LONG,63150,63160,4792.21,4894.75,102.539,532.797
532,LONG,63460,63470,4879.7,4955.72,76.0123,608.81
533,LONG,63520,63530,4778.32,4814.77,36.4545,645.264
534,LONG,63530,63540,4814.74,4785.05,-29.6877,615.576
535,LONG,63680,63690,4695.69,4477.3,-218.385,397.191
536,LONG,63850,63860,4273.35,4310.61,37.2621,434.453
537,LONG,63930,63940,4212.22,4247.18,34.9632,469.416
538,LONG,63940,63950,4247.15,4199.56,-47.5826,421.834
539,LONG,64100,64110,3848.07,3868.97,20.9015,442.735
540,LONG,64110,64120,3868.93,4027.63,158.699,601.434
541,LONG,64120,64130,4027.6,4063.34,35.7407,637.175
542,LONG,64150,64160,3958.43,3845.41,-113.02,524.155
543,LONG,64180,64190,3756.25,3597.97,-158.282,365.873
544,LONG,64240,64250,3671.46,3759.73,88.2733,454.147
545,LONG,64370,64380,4192.12,4184.79,-7.33543,446.811
546,LONG,64400,64410,4146.73,4176.15,29.4238,476.235
547,LONG,64560,64570,3816.46,3924.58,108.118,584.353
548,LONG,64580,64590,4012.42,3962.46,-49.9667,534.386
549,LONG,64610,64620,4066.17,4104.08,37.9142,572.3
550,LONG,64620,64630,4104.05,4262.99,158.941,731.242
551,LONG,64640,64650,4423.84,4479.75,55.9077,787.149
552,LONG,64730,64740,4743.41,4826.08,82.6738,869.823
553,LONG,64920,64930,4505.14,4542.1,36.9589,906.782
554,LONG,64950,64960,4576.74,4683.06,106.322,1013.1
555,LONG,65110,65120,5251.02,5296.7,45.68,1058.78
556,LONG,65330,65340,5070.4,5087.95,17.555,1076.34
557,LONG,65560,65570,5666.83,5578.99,-87.841,988.498
558,LONG,65590,65600,5449.88,5519.06,69.182,1057.68
559,LONG,65630,65640,5677.26,5734.6,57.3461,1115.03
560,LONG,65670,65680,5844,5764.5,-79.5013,1035.53
561,LONG,65710,65720,5816.73,5960.86,144.125,1179.65
562,LONG,65760,65770,5973.93,5973.24,-0.692578,1178.96
563,LONG,65880,65890,6765.23,6762.07,-3.15385,1175.8
564,LONG,65950,65960,6371.83,6279.21,-92.6251,1083.18
565,LONG,66480,66490,7641.77,7777.79,136.024,1219.2
566,LONG,66630,66640,7803.06,7834.04,30.977,1250.18
567,LONG,66750,66760,7275.86,7133.17,-142.683,1107.5
568,LONG,66790,66800,6753.47,6747.58,-5.8898,1101.61
569,LONG,66810,66820,6848.99,7014.34,165.356,1266.96
570,LONG,67140,67150,6451.76,6271.16,-180.6,1086.36
571,LONG,67150,67160,6271.12,6234.53,-36.5928,1049.77
572,LONG,67220,67230,6623.85,6533.26,-90.5888,959.181
573,LONG,67240,67250,6561.03,6506.33,-54.6986,904.483
574,LONG,67300,67310,6207.63,6137.8,-69.8312,834.652
575,LONG,67310,67320,6137.76,6195.41,57.6511,892.303
576,LONG,67410,67420,6069.08,5895.82,-173.26,719.043
577,LONG,67440,67450,5850.13,5993.02,142.888,861.93
578,LONG,67510,67520,5946.57,5854.17,-92.3993,769.531
579,LONG,67750,67760,6312.56,6280.17,-32.3901,737.141
580,LONG,67810,67820,6165.49,6268.05,102.555,839.695
581,LONG,67820,67830,6268.01,6144.19,-123.822,715.873
582,LONG,68090,68100,5866.38,6159.98,293.6,1009.47
583,LONG,68250,68260,5682.04,5887.55,205.509,1214.98
584,LONG,68450,68460,5729.01,5588.78,-140.226,1074.76
585,LONG,68560,68570,5733.06,5860.89,127.838,1202.59
586,LONG,68750,68760,6058.74,6118.19,59.454,1262.05
587,LONG,68890,68900,5925.52,5936.3,10.7831,1272.83
588,LONG,68970,68980,6143.16,6160.93,17.7669,1290.6
589,LONG,69050,69060,5856.8,5854.69,-2.10783,1288.49
590,LONG,69060,69070,5854.65,5755.69,-98.9686,1189.52
591,LONG,69140,69150,6040.37,5946.61,-93.7639,1095.76
592,LONG,69200,69210,6143.98,6169.62,25.6453,1121.4
593,LONG,69340,69350,6447.18,6680.6,233.426,1354.83
594,LONG,69410,69420,6623.99,6491.95,-132.034,1222.79
595,LONG,69680,69690,7452.58,7439.21,-13.3679,1209.43
596,LONG,69860,69870,7508.14,7474.31,-33.8362,1175.59
597,LONG,69980,69990,6456.35,6470.08,13.7249,1189.31
598,LONG,69990,70000,6470.05,6424.81,-45.2374,1144.08
599,LONG,70000,70010,6424.77,6319.37,-105.404,1038.67
600,LONG,70020,70030,6339.82,6234.09,-105.733,932.941
601,LONG,70290,70300,6197.29,6157.85,-39.4458,893.495
602,LONG,70320,70330,6299.94,6358.92,58.9723,952.467
603,LONG,70370,70380,6311.3,6526.49,215.188,1167.66
604,LONG,70500,70510,6919.46,6847.67,-71.7876,1095.87
605,LONG,70660,70670,7209.26,7167.01,-42.2577,1053.61
606,LONG,70680,70690,7076.78,7145,68.2245,1121.83
607,LONG,70860,70870,7432.74,7711.77,279.029,1400.86
608,LONG,71000,71010,6900.61,6838.42,-62.1917,1338.67
609,LONG,71190,71200,7234.51,7306.02,71.5064,1410.18
610,LONG,71340,71350,7686.67,7370.31,-316.364,1093.81
611,LONG,71400,71410,7769.57,7983.82,214.243,1308.06
612,LONG,71490,71500,8400.99,8506.13,105.137,1413.19
613,LONG,71550,71560,8918.2,8917.05,-1.15112,1412.04
614,LONG,71750,71760,9226.56,9671.86,445.302,1857.35
615,LONG,71770,71780,9243.62,9278.57,34.9426,1892.29
616,LONG,71800,71810,8930.01,8856.97,-73.0397,1819.25
617,LONG,72050,72060,9278.88,9355.94,77.0591,1896.31
618,LONG,72280,72290,10405.6,10200.6,-205.037,1691.27
619,LONG,72410,72420,8965.47,8964.61,-0.860642,1690.41
620,LONG,72460,72470,9097.43,9052.75,-44.6749,1645.74
621,LONG,72560,72570,8665.75,8512.02,-153.735,1492
622,LONG,72570,72580,8511.99,8700.76,188.778,1680.78
623,LONG,72600,72610,8650.44,8509.77,-140.676,1540.1
624,LONG,72660,72670,9105.99,9006,-99.9932,1440.11
625,LONG,73080,73090,9649.51,9640.72,-8.79153,1431.32
626,LONG,73130,73140,9237.93,9511.81,273.881,1705.2
627,LONG,73140,73150,9511.78,9661.75,149.969,1855.17
628,LONG,73210,73220,8633.06,8533.32,-99.749,1755.42
629,LONG,73310,73320,8959.51,9312.74,353.237,2108.66
630,LONG,73450,73460,9059.37,9046.49,-12.8795,2095.78
631,LONG,73510,73520,10291.2,10513.3,222.045,2317.82
632,LONG,73770,73780,9821.09,9874.25,53.1606,2370.98
633,LONG,73780,73790,9874.22,9716.63,-157.59,2213.39
634,LONG,73810,73820,10277.6,10339.7,62.1255,2275.52
635,LONG,73820,73830,10339.6,10519.2,179.571,2455.09
636,LONG,74020,74030,10878,10663.4,-214.568,2240.52
637,LONG,74070,74080,10719.9,10734.9,15.0366,2255.56
638,LONG,74150,74160,10615.9,10469.4,-146.545,2109.01
639,LONG,74200,74210,10518.6,10815.1,296.517,2405.53
640,LONG,74280,74290,10841.9,10750.9,-90.9772,2314.55
641,LONG,74290,74300,10750.9,10543.3,-207.619,2106.93
642,LONG,74460,74470,10224.5,10034.3,-190.169,1916.76
643,LONG,74500,74510,10310,10311.2,1.17012,1917.93
644,LONG,74520,74530,10347.9,10569.2,221.258,2139.19
645,LONG,74720,74730,11604,11794.6,190.572,2329.76
646,LONG,74750,74760,12086.3,11843,-243.271,2086.49
647,LONG,75270,75280,11238.7,10797.4,-441.295,1645.2
648,LONG,75350,75360,11445.5,10903.2,-542.336,1102.86
649,LONG,75380,75390,10959.7,11289.3,329.545,1432.41
650,LONG,75390,75400,11289.2,11341.2,51.9172,1484.32
651,LONG,75420,75430,11692.5,11828.9,136.329,1620.65
652,LONG,75450,75460,11796.4,12135.5,339.114,1959.77
653,LONG,75670,75680,11662.9,11529.3,-133.617,1826.15
654,LONG,75730,75740,11752.1,11949.4,197.292,2023.44
655,LONG,75790,75800,11767.2,11568.7,-198.443,1825
656,LONG,75840,75850,12045.5,12073.1,27.6162,1852.61
657,LONG,75880,75890,12781.7,12705.5,-76.2114,1776.4
658,LONG,75980,75990,12617,12768.1,151.145,1927.55
659,LONG,76110,76120,12045.6,12418.1,372.533,2300.08
660,LONG,76160,76170,12516.8,12594.8,77.9743,2378.06
661,LONG,76400,76410,12592.3,12171.1,-421.28,1956.78
662,LONG,76710,76720,10744.6,10588.8,-155.804,1800.97
663,LONG,76830,76840,10969,10786.6,-182.388,1618.58
664,LONG,76940,76950,10765.7,10763.5,-2.23588,1616.35
665,LONG,77030,77040,11470.7,11283.5,-187.186,1429.16
666,LONG,77110,77120,11406.2,11543.5,137.283,1566.44
667,LONG,77200,77210,11622.1,12527.1,905.016,2471.46
668,LONG,77320,77330,12018,11830.9,-187.022,2284.44
669,LONG,77390,77400,12607.6,12809.8,202.258,2486.7
670,LONG,77410,77420,13214.7,13315.8,101.099,2587.8
671,LONG,77510,77520,14037.5,14455.8,418.241,3006.04
672,LONG,77590,77600,14740.5,14577.7,-162.771,2843.27
673,LONG,77750,77760,14427.5,14392.1,-35.4547,2807.81
674,LONG,77760,77770,14392.1,13974.6,-417.49,2390.32
675,LONG,77980,77990,11886.2,11897,10.7967,2401.12
676,LONG,78110,78120,12091.7,12254.5,162.78,2563.9
677,LONG,78130,78140,11946.5,11902.6,-43.8408,2520.06
678,LONG,78140,78150,11902.6,11707.6,-194.995,2325.06
679,LONG,78330,78340,12003,12007.5,4.45748,2329.52
680,LONG,78410,78420,11482.8,11678.7,195.888,2525.41
681,LONG,78490,78500,12172.7,12010.9,-161.787,2363.62
682,LONG,78700,78710,11814,11745.8,-68.2056,2295.42
683,LONG,78740,78750,11651.6,11738.4,86.8238,2382.24
684,LONG,78960,78970,10511.4,10640,128.599,2510.84
685,LONG,78970,78980,10639.9,10419.1,-220.818,2290.02
686,LONG,79070,79080,9429.82,9533.47,103.654,2393.68
687,LONG,79110,79120,9721.21,9809.28,88.0745,2481.75
688,LONG,79280,79290,8862.38,9205.26,342.883,2824.63
689,LONG,79410,79420,8580.5,8571.77,-8.72762,2815.9
690,LONG,79450,79460,8987.86,8965.39,-22.4693,2793.44
691,LONG,79490,79500,8719.77,8818.35,98.5837,2892.02
692,LONG,79550,79560,8553.61,8807.99,254.374,3146.39
693,LONG,79800,79810,8936.58,8734.28,-202.302,2944.09
694,LONG,79860,79870,8812.73,8611.37,-201.359,2742.73
695,LONG,79970,79980,7774.7,7560.49,-214.21,2528.52
696,LONG,80110,80120,6986.79,6798.23,-188.556,2339.97
697,LONG,80130,80140,6771.12,6813.38,42.2562,2382.22
698,LONG,80240,80250,7144.61,7209.07,64.4594,2446.68
699,LONG,80530,80540,6548.6,6504.26,-44.3344,2402.35
700,LONG,80540,80550,6504.23,6690.52,186.288,2588.64
701,LONG,80860,80870,6300.47,6324.92,24.447,2613.08
702,LONG,81020,81030,5391.43,5529.49,138.062,2751.15
703,LONG,81110,81120,5643.88,5724.07,80.1882,2831.33
704,LONG,81230,81240,5448.75,5614.05,165.3,2996.63
705,LONG,81430,81440,5306.38,5227.27,-79.1105,2917.52
706,LONG,81630,81640,5174.59,5165.75,-8.84326,2908.68
707,LONG,81740,81750,5678.23,5793.12,114.897,3023.58
708,LONG,81790,81800,5931.13,6021.47,90.3409,3113.92
709,LONG,81930,81940,6528.58,6421.03,-107.545,3006.37
710,LONG,82080,82090,6680.11,6789.05,108.94,3115.31
711,LONG,82160,82170,6976.35,6961.38,-14.9769,3100.34
712,LONG,82240,82250,6990.34,7009.36,19.024,3119.36
713,LONG,82260,82270,7211.89,6890.71,-321.182,2798.18
714,LONG,82420,82430,7780.98,7941.9,160.926,2959.1
715,LONG,82630,82640,7561.72,7416.1,-145.624,2813.48
716,LONG,82670,82680,7284.6,7265.96,-18.6385,2794.84
717,LONG,82790,82800,7446.86,7386.64,-60.2214,2734.62
718,LONG,83160,83170,6942.21,6874.28,-67.9307,2666.69
719,LONG,83200,83210,7394.97,7384.55,-10.4165,2656.27
720,LONG,83280,83290,8092.08,8036.52,-55.5559,2600.72
721,LONG,83300,83310,8218.74,8012.22,-206.521,2394.2
722,LONG,83400,83410,6848.96,6852.13,3.17522,2397.37
723,LONG,83450,83460,6968.6,6941.15,-27.4491,2369.92
724,LONG,83570,83580,5888.19,5907.18,18.9976,2388.92
725,LONG,83580,83590,5907.15,6000.15,93.0003,2481.92
726,LONG,83890,83900,6455.22,6357.41,-97.814,2384.11
727,LONG,83920,83930,6319.11,6407.75,88.6426,2472.75
728,LONG,83940,83950,6311.36,6503.02,191.66,2664.41
729,LONG,83970,83980,6437.22,6374.54,-62.6806,2601.73
730,LONG,83990,84000,6348.46,6496.91,148.45,2750.18
731,LONG,84200,84210,6038.14,6261.04,222.902,2973.08
732,LONG,84210,84220,6261.01,6380.78,119.77,3092.85
733,LONG,84230,84240,6555.76,6446.8,-108.958,2983.89
734,LONG,84250,84260,6564.16,6725.77,161.609,3145.5
735,LONG,84300,84310,6337.96,6324.91,-13.0423,3132.46
736,LONG,84570,84580,5499.16,5524.54,25.3792,3157.84
737,LONG,85590,85600,5046.04,5129.9,83.8584,3241.7
738,LONG,85600,85610,5129.87,4833.76,-296.111,2945.58
739,LONG,85660,85670,4738.67,4583.39,-155.285,2790.3
740,LONG,85680,85690,4505.26,4485.45,-19.812,2770.49
741,LONG,85770,85780,4349.36,4360.96,11.6001,2782.09
742,LONG,85810,85820,4417.26,4505.19,87.9263,2870.01
743,LONG,86000,86010,4692.77,4770.71,77.9474,2947.96
744,LONG,86130,86140,4656.58,4627.21,-29.367,2918.59
745,LONG,86280,86290,4704.8,4608.79,-96.0137,2822.58
746,LONG,86360,86370,4654.34,4704.8,50.4541,2873.03
747,LONG,86610,86620,4310.38,4278.62,-31.7564,2841.28
748,LONG,86670,86680,4162.51,4101.62,-60.8952,2780.38
749,LONG,86710,86720,4287.1,4286.11,-0.993594,2779.39
750,LONG,86750,86760,4495.69,4517.01,21.3133,2800.7
751,LONG,86760,86770,4516.97,4520.67,3.69614,2804.4
752,LONG,86940,86950,4232.09,4053.86,-178.224,2626.17
753,LONG,87120,87130,4315.78,4393.03,77.255,2703.43
754,LONG,87280,87290,4756.25,4894.21,137.965,2841.39
755,LONG,87340,87350,4994.34,4956.17,-38.1685,2803.23
756,LONG,87520,87530,5150.26,5195.33,45.0647,2848.29
757,LONG,87550,87560,5274.23,5227.85,-46.3817,2801.91
758,LONG,87590,87600,5232.58,5154.28,-78.2979,2723.61
759,LONG,87720,87730,5581.87,5685.8,103.937,2827.55
760,LONG,88400,88410,7272.5,7312.88,40.3831,2867.93
761,LONG,88420,88430,7162.86,7116.38,-46.4832,2821.45
762,LONG,88480,88490,6935.06,6927.89,-7.17077,2814.28
763,LONG,88780,88790,6161.25,6004.17,-157.082,2657.2
764,LONG,88910,88920,5442.85,5418.8,-24.0453,2633.15
765,LONG,88980,88990,5312.01,5356.67,44.6636,2677.81
766,LONG,89110,89120,5409.61,5451.34,41.7323,2719.55
767,LONG,89300,89310,5340.78,5370.12,29.3483,2748.89
768,LONG,89310,89320,5370.09,5266.4,-103.698,2645.2
769,LONG,89820,89830,6174.34,6349.53,175.196,2820.39
770,LONG,89890,89900,6130.7,6193.96,63.2592,2883.65
771,LONG,89900,89910,6193.93,6027.09,-166.839,2716.81
772,LONG,89990,90000,6431.84,6256.65,-175.189,2541.62
773,LONG,90030,90040,6330.56,6358.85,28.2875,2569.91
774,LONG,90800,90810,7309.83,7465.93,156.101,2726.01
775,LONG,90940,90950,7384.35,7566.43,182.086,2908.1
776,LONG,91600,91610,8810.78,8627.06,-183.722,2724.37
777,LONG,91610,91620,8627.03,8715.57,88.5398,2812.91
778,LONG,91630,91640,8561.66,8725.48,163.824,2976.74
779,LONG,91690,91700,8446.71,8398.1,-48.6158,2928.12
780,LONG,91830,91840,7736.17,7828.4,92.2312,3020.35
781,LONG,92100,92110,7984.4,7788.93,-195.467,2824.88
782,LONG,92170,92180,7316.29,7192.64,-123.645,2701.24
783,LONG,92200,92210,7296.36,7061.83,-234.531,2466.71
784,LONG,92270,92280,6947.35,6837.98,-109.375,2357.33
785,LONG,92490,92500,7440.42,7204.97,-235.443,2121.89
786,LONG,92560,92570,7193.76,7283.16,89.4032,2211.29
787,LONG,92860,92870,7982.9,8215.37,232.474,2443.77
788,LONG,92970,92980,7427.38,7477.72,50.3405,2494.11
789,LONG,93070,93080,7500.28,7809.74,309.461,2803.57
790,LONG,93090,93100,7866.19,7859.54,-6.64963,2796.92
791,LONG,93250,93260,8100.63,7959.18,-141.455,2655.46
792,LONG,93400,93410,8478.86,8294.58,-184.28,2471.18
793,LONG,93710,93720,9315.14,9166.86,-148.275,2322.91
794,LONG,93760,93770,9264.42,9260.14,-4.27804,2318.63
795,LONG,93850,93860,9527.64,9693.11,165.467,2484.1
796,LONG,94150,94160,10345.4,10302.3,-43.0796,2441.02
797,LONG,94320,94330,9327.39,9257.64,-69.7556,2371.26
798,LONG,94340,94350,9106.51,9372.09,265.576,2636.84
799,LONG,94350,94360,9372.05,9346.74,-25.3163,2611.52
800,LONG,94470,94480,9454.15,9386.39,-67.7606,2543.76
801,LONG,94590,94600,9612.13,9878.09,265.96,2809.72
802,LONG,94740,94750,9910.11,9875.16,-34.95,2774.77
803,LONG,94910,94920,8967.97,9108.57,140.601,2915.37
804,LONG,94940,94950,9486.15,9355.16,-130.986,2784.39
805,LONG,94950,94960,9355.12,9532.18,177.053,2961.44
806,LONG,95130,95140,10268.2,10821.6,553.4,3514.84
807,LONG,95210,95220,10138.7,10259.8,121.129,3635.97
808,LONG,95220,95230,10259.8,10664,404.201,4040.17
809,LONG,95420,95430,12094,12020,-74.0046,3966.16
810,LONG,95640,95650,13226.7,13199.8,-26.9399,3939.22
811,LONG,95780,95790,14338.1,13688.9,-649.153,3290.07
812,LONG,95810,95820,13069.2,12989,-80.1646,3209.91
813,LONG,96030,96040,11027.8,10969.9,-57.9429,3151.96
814,LONG,96140,96150,11350.1,11645.1,295.008,3446.97
815,LONG,96170,96180,11467.1,11429.3,-37.8025,3409.17
816,LONG,96220,96230,10587.2,10774.4,187.154,3596.32
817,LONG,96300,96310,11295.8,11476.8,181.033,3777.36
818,LONG,96390,96400,11445.3,11065.9,-379.407,3397.95
819,LONG,96480,96490,10395.5,10662.8,267.284,3665.23
820,LONG,96540,96550,10980.2,10712.3,-267.888,3397.34
821,LONG,96680,96690,9942.27,9933.58,-8.69129,3388.65
822,LONG,96820,96830,9283.7,9259.39,-24.3118,3364.34
823,LONG,96890,96900,9126.55,9320.52,193.973,3558.31
824,LONG,97040,97050,9421.74,9299.28,-122.453,3435.86
825,LONG,97080,97090,9273.65,8881.99,-391.656,3044.2
826,LONG,97150,97160,8851.52,8770.24,-81.2795,2962.93
827,LONG,97190,97200,9020.02,8999.93,-20.0925,2942.83
828,LONG,97360,97370,10034.3,9784.4,-249.853,2692.98
829,LONG,97370,97380,9784.37,9662.57,-121.805,2571.17
830,LONG,97430,97440,9826.9,9629.05,-197.85,2373.32
831,LONG,97570,97580,8478.02,8459.55,-18.4699,2354.85
832,LONG,97580,97590,8459.52,8546.92,87.3996,2442.25
833,LONG,97640,97650,8764.79,8714.97,-49.8263,2392.43
834,LONG,97760,97770,8602.9,8640.15,37.2462,2429.67
835,LONG,97810,97820,8691.89,8927.07,235.177,2664.85
836,LONG,97850,97860,9082.38,9185.01,102.629,2767.48
837,LONG,98060,98070,8647.6,8420.98,-226.617,2540.86
838,LONG,98080,98090,8512.84,8477.19,-35.6437,2505.22
839,LONG,98100,98110,8656.48,8660.23,3.74675,2508.97
840,LONG,98110,98120,8660.19,8378.32,-281.87,2227.1
841,LONG,98350,98360,7816.46,7778.48,-37.9856,2189.11
842,LONG,98370,98380,7786.13,7834.66,48.5356,2237.65
843,LONG,98390,98400,7794.16,7490.57,-303.59,1934.06
844,LONG,98530,98540,7971.25,8226.88,255.629,2189.68
845,LONG,98760,98770,7898.43,7908.15,9.7262,2199.41
846,LONG,98780,98790,7968.76,8181.84,213.086,2412.5
847,LONG,99010,99020,8570.67,8579.96,9.2894,2421.79
848,LONG,99060,99070,8514.87,8323,-191.871,2229.92
849,LONG,99200,99210,8346.36,8232.05,-114.309,2115.61
850,LONG,99210,99220,8232.02,8378.19,146.168,2261.78
851,LONG,99290,99300,8205.64,8089.89,-115.749,2146.03
852,LONG,99310,99320,8177.38,8443.86,266.482,2412.51
853,LONG,99320,99330,8443.83,8220.19,-223.639,2188.87
854,LONG,99330,99340,8220.16,8289.17,69.0125,2257.88
855,LONG,99480,99490,7478.9,7655.96,177.06,2434.94
856,LONG,99750,99760,7838.27,7938.19,99.9203,2534.86
857,LONG,99920,99930,7911.92,8014.55,102.626,2637.49
858,LONG,99940,99950,7917.41,8147.39,229.973,2867.46
